filename,title,description,feature,topic,role,level
./help/integrating/using/about-campaign-target-integration.md,About Campaign-Target integration,"With the Adobe Target integration, you can insert dynamic images generated by Adobe Target into your Adobe Campaign messages.",Triggers,,Data Architect,Intermediate
./help/integrating/using/configuring-the-campaign-target-integration.md,Configuring the Campaign-Target integration,Learn how to configure the Adobe Target integration to start using dynamic content in Adobe Campaign.,Triggers,,Data Architect,Intermediate
./help/integrating/using/adding-target-dynamic-content.md,Adding Target dynamic content,Learn how to add Adobe Target dynamic content in one of your Adobe Campaign delivery.,Triggers,,Data Architect,Intermediate
./help/integrating/using/about-campaign-analytics-integration.md,About Campaign-Analytics integration,"By collecting the KPI data from Adobe Campaign Standard, you can now share campaign data with Adobe Analytics to measure email marketing metrics from Adobe Campaign.",Triggers,,Data Architect,Intermediate
./help/integrating/using/configure-campaign-analytics-integration.md,Configure Campaign-Analytics integration,Learn how to configure the Adobe Analytics integration to start measuring the success of your email deliveries.,Triggers,,Data Architect,Intermediate
./help/integrating/using/campaign-dimensions-and-metrics-in-analytics.md,Campaign dimensions and metrics in Analytics,Learn the different dimensions that you can find in Adobe Analytics to start tracking your email deliveries from Adobe Campaign.,Triggers,,Data Architect,Intermediate
./help/integrating/using/about-campaign-audience-manager-or-people-core-service-integration.md,About Campaign-Audience Manager or People core service integration,"With the Audience Manager / People core service integration, you can share audiences or segments within the different Adobe Experience Cloud solutions.",Triggers,,Data Architect,Intermediate
./help/integrating/using/provisioning-and-configuring-integration-with-audience-manager-or-people-core-service.md,Provisioning and configuring integration with Audience Manager or People core service,Learn how to configure the Audience Manager / People core service integration to start sharing audiences or segments with the different Adobe Experience Cloud solutions. ,People Core Service Integration,,Data Architect,Intermediate
./help/integrating/using/troubleshooting.md,Troubleshooting,Learn how to troubleshoot issues when sharing resources.,Triggers,,Data Architect,Intermediate
./help/integrating/using/sharing-audiences-with-audience-manager-or-people-core-service.md,Sharing audiences with Audience Manager or People core service,Learn how to import or export your audience within the different Adobe Experience Cloud solutions.,People Core Service Integration,,Data Architect,Intermediate
./help/integrating/using/working-with-campaign-and-assets-core-service.md,Working with Campaign and Assets core service,Use any resources shared within Adobe Experience Cloud in your Adobe Campaign messages and landing pages thanks to the Assets core service integration.,People Core Service Integration,,Data Architect,Intermediate
./help/integrating/using/about-campaign-points-of-interest-data-integration.md,About Campaign-Points of Interest data integration,"By collecting the Points of Interest data from your mobile application's subscribers, send location-based marketing messages to your subscribers through the integration in Adobe Campaign.",Audiences,,Data Architect,Intermediate
./help/integrating/using/configuring-campaign-points-of-interest-data-integration.md,Configuring Campaign-Points of Interest data integration,Learn how to configure the Points of Interest data feature in Adobe Campaign to send personalized messages based on your subscribers' location.,Audiences,,Data Architect,Intermediate
./help/integrating/using/personalizing-campaign-messages-with-point-of-interest-data.md,Personalizing Campaign messages with Point of Interest data,Learn how to create a personalized message based on your subscribers' location with the Point of Interest data integration.,Audiences,,Data Architect,Intermediate
./help/integrating/using/about-adobe-experience-cloud-triggers.md,About Adobe Experience Cloud Triggers,"By tracking specific behaviors from customers with Adobe Analytics, you can now send personalized emails to your customers in Adobe Campaign.",Triggers,,Data Architect,Intermediate
./help/integrating/using/configuring-triggers-in-experience-cloud.md,Configuring Triggers in Experience Cloud,Learn how to configure the Adobe Experience Cloud Triggers integration to start sending personalized deliveries to your customers based on their previous behaviors. ,Triggers,,Data Architect,Intermediate
./help/integrating/using/using-triggers-in-campaign.md,Using Triggers in Campaign,,Triggers,,Data Architect,Intermediate
./help/integrating/using/testing-your-triggers.md,Testing your triggers,,Triggers,,Data Architect,Intermediate
./help/integrating/using/abandonment-triggers-use-cases.md,Abandonment Triggers use cases,Learn how to use the Experience Cloud Triggers integration with these different use cases.,Triggers,,Data Architect,Intermediate
./help/integrating/using/d365-acs-get-started.md,Get Started with Microsoft Dynamics 365 integration,Learn how to Get Started with Microsoft Dynamics 365 integration,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-notices-and-recommendations.md,Campaign and Microsoft Dynamics 365 data management,Learn how Campaign Standard and Microsoft Dynamics 365 manage common data,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/d365-acs-configure-d365.md,Configure Microsoft Dynamics 365 for Campaign integration,Learn how to configure Microsoft Dynamics 365 for Campaign integration.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/d365-acs-configure-adobe-io.md,Configure Adobe IO for Microsoft Dynamics 365 integration,Learn how to configure Adobe IO for Microsoft Dynamics 365 integration.,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-self-service-app-quick-start-guide.md,Get Started with the integration tool ,Get Started with the integration tool,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-self-service-app-control-access.md,Get Access to the Adobe Campaign Standard Integration with Dynamics 365 Self-Service App,Adobe Campaign Standard Integration with Dynamics 365 Self-Service App,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-self-service-app-settings.md,Configure Campaign-Dynamics integration app,Learn how to configure Campaign-Dynamics integration app,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-self-service-app-workflows.md,Integration application workflows,Campaign and Dynamics integration workflows,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-self-service-app-data-sync.md,Synchronize data between Campaign and Microsoft Dynamics,Synchronize data between Campaign and Dynamics,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/d365-acs-using-the-integration.md,Use the Microsoft Dynamics 365 integration,Learn how to use the Microsoft Dynamics 365 with Campaign Standard integration,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-about-audience-destinations-service.md,About the Audience Destinations service,Learn more about the Audience Destinations service.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-managing-audiences.md,Managing Adobe Experience Platform audiences,Learn how to manage Adobe Experience Platform within Campaign Standard.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-using-segment-builder.md,Using the Segment Builder,Learn how to use the Segment Builder to create audiences.,Microsoft CRM Integration,,Data Architect,Intermediate
./help/integrating/using/aep-targeting-audiences.md,Targeting Adobe Experience Platform audiences,Learn how to target Adobe Experience PLatform audiences within workflows.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-personalizing-campaigns.md,Personalizing campaigns using Adobe Experience Platform attributes,Learn how to personalize your campaigns using Adobe Eperience Platform attributes.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-about-data-connector.md,About Adobe Experience Platform Data Connector,Manage XDM schemas to make your Campaign Standard data available on Adobe Experience Platform.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-data-model-overview.md,Experience Data Model overview,Experience Data Model (XDM) is a standard set of data schemas into which data might be ingested for use with Adobe Experience Platform solutions and products.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-mapping-definition.md,Mapping definition,Learn how to map a Campaign Standard field with an Experience Data Model (XDM) field.,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-mapping-activation.md,Mapping activation,Learn how to activate your data mapping,Microsoft CRM Integration,,Data Architect,Experienced
./help/integrating/using/aep-triggering-data-ingestion.md,Triggering data ingestion through APIs,Learn how to trigger data ingestion through APIs.,Microsoft CRM Integration,,Data Architect,Experienced
./help/automating/using/get-started-workflows.md,Get started with processes and data management,"Automate processes with workflows, manage data and audiences, send messages, and more.",Workflows,,Data Architect,Beginner
./help/automating/using/workflow-interface.md,Workflow interface,"Learn the interface and options to create, edit and execute a workflow.",Workflows,,Data Architect,Beginner
./help/automating/using/building-a-workflow.md,Building a workflow,This section details the main principles and best practices for creating a new workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/best-practices-workflows.md,Workflows best practices,Learn how to best practices to apply to your workflows.,Workflows,,Data Architect,Beginner
./help/automating/using/about-workflow-execution.md,About workflow execution,Learn more about workflow execution.,Workflows,,Data Architect,Intermediate
./help/automating/using/workflow-life-cycle.md,Workflow life cycle,Learn more about workflow life cycle,Workflows,,Data Architect,Beginner
./help/automating/using/execution-commands.md,Execution commands,Learn how to use workflows execution commands.,Workflows,,Data Architect,Beginner
./help/automating/using/monitoring-workflow-execution.md,Monitoring workflow execution,Learn how to monitor the execution of a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/managing-execution-options.md,Managing execution options,Learn how to manage workflows execution options.,Workflows,,Data Architect,Beginner
./help/automating/using/activity-properties.md,Managing activities' properties,Learn how to manage workflow activities' properties.,Workflows,,Data Architect,Intermediate
./help/automating/using/scheduled-workflows-execution.md,Scheduled workflows' overlapping execution,Learn how to prevent overlapping execution of scheduled workflows.,Workflows,,Data Architect,Intermediate
./help/automating/using/calling-a-workflow-with-external-parameters.md,Overview,This section details how to call a workflow with external parameters.,Workflows,,Data Architect,Intermediate
./help/automating/using/declaring-parameters-external-signal.md,Calling a workflow with external parameters,This section details thow to call a workflow with external parameters.,Workflows,,Data Architect,Intermediate
./help/automating/using/defining-parameters-calling-workflow.md,Calling a workflow with external parameters,This section details thow to call a workflow with external parameters.,Workflows,,Data Architect,Intermediate
./help/automating/using/monitoring-events-variables.md,Calling a workflow with external parameters,This section details thow to call a workflow with external parameters.,Workflows,,Data Architect,Intermediate
./help/automating/using/customizing-workflow-external-parameters.md,Calling a workflow with external parameters,This section details thow to call a workflow with external parameters.,Workflows,,Data Architect,Intermediate
./help/automating/using/use-case-calling-workflow.md,Calling a workflow with external parameters,This section details thow to call a workflow with external parameters.,Workflows,,Data Architect,Intermediate
./help/automating/using/about-targeting-activities.md,About targeting activities,Targeting activities can be accessed from the left-hand side of the screen.,Workflows,,Data Architect,Intermediate
./help/automating/using/query.md,Query,The Query activity allows you to filter and extract a population of elements from the Adobe Campaign database.,Workflows,,Data Architect,Intermediate
./help/automating/using/incremental-query.md,Incremental query,The Incremental query activity allows you to filter and extract a population of elements from the Adobe Campaign database.,Workflows,,Data Architect,Intermediate
./help/automating/using/union.md,Union,The Union activity allows you to regroup the result of multiple activities into a single target.,Workflows,,Data Architect,Intermediate
./help/automating/using/intersection.md,Intersection,The Intersection activity allows you to keep only the elements common to the different inbound populations in the activity.,Workflows,,Data Architect,Intermediate
./help/automating/using/exclusion.md,Exclusion,The Exclusion  activity allows you to exclude elements from one population according to certain criteria.,Workflows,,Data Architect,Intermediate
./help/automating/using/segmentation.md,Segmentation,The Segmentation activity lets you create one or several segments from a population calculated by activities placed earlier in the workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/read-audience.md,Read audience,The Read audience activity allows you to retrieve an existing audience and to refine it by applying additional filtering conditions.,Workflows,,Data Architect,Intermediate
./help/automating/using/save-audience.md,Save audience,The Save audience activity allows you to update an existing audience or create a new audience from the population computed upstream in a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/deduplication.md,Deduplication,The Deduplication activity allows you to delete duplicates in the result(s) of the inbound activities.,Workflows,,Data Architect,Intermediate
./help/automating/using/enrichment.md,Enrichment,The Enrichment activity is an advanced activity that allows you to define additional data to process in your workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/about-execution-activities.md,About execution activities,Execution activities are available from the left-hand side of the screen.,Workflows,,Data Architect,Intermediate
./help/automating/using/start-and-end.md,Start and end,The Start and End activities allow you to clearly mark where your workflow starts and ends.,Workflows,,Data Architect,Intermediate
./help/automating/using/fork.md,Fork,The Fork activity allows you to create outbound transitions to start several activities at the same time.,Workflows,,Data Architect,Intermediate
./help/automating/using/and-join.md,AND-join,The AND-join activity allows you to synchronize multiple execution branches of a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/scheduler.md,Scheduler,The Scheduler activity allows you to schedule when a workflow or an activity is started.,Workflows,,Data Architect,Intermediate
./help/automating/using/wait.md,Wait,The Wait activity momentarily suspends executing a part of a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/external-signal.md,External signal,The External signal activity triggers a workflow when some conditions are successfully met in another workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/test.md,Test,The Test activity enables a transition based on a test result.,Workflows,,Data Architect,Intermediate
./help/automating/using/about-channel-activities.md,About channel activities,Channel activities are available from the left-hand side of the screen.,Workflows,,Data Architect,Intermediate
./help/automating/using/email-delivery.md,Email delivery,The Email delivery activity allows you to configure sending a single send email or a recurring email in a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/sms-delivery.md,SMS delivery,The SMS delivery activity allows you to configure sending a single send SMS or a recurring SMS in a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/push-notification-delivery.md,Push notification delivery,The Push notification delivery activity allows you to configure sending a single send push notification or a recurring push notification in a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/direct-mail-delivery.md,Direct mail delivery,The Direct mail delivery activity allows you to configure sending a single send direct mail or a recurring direct mail in a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/in-app-delivery.md,In-App delivery,The In-App delivery activity allows you to configure sending an In-App message within a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/about-data-management-activities.md,About data management activities,Data management activities are available from the left-hand side of the screen.,Workflows,,Data Architect,Intermediate
./help/automating/using/update-data.md,Update data,The Update data activity allows you to perform a mass update on fields in the database.,Workflows,,Data Architect,Intermediate
./help/automating/using/load-file.md,Load file,The Load file activity allows you to import data in one structured form to use this data in Adobe Campaign.,Workflows,,Data Architect,Intermediate
./help/automating/using/transfer-file.md,Transfer file,"The Transfer file activity allows you to receive or send files, test whether there are files present, or list files in Adobe Campaign.",Workflows,,Data Architect,Intermediate
./help/automating/using/reconciliation.md,Reconciliation,The Reconciliation activity allows you to link unidentified data to existing resources.,Workflows,,Data Architect,Intermediate
./help/automating/using/extract-file.md,Extract file,The Extract file activity allows you to export data from Adobe Campaign in the form of an external file.,Workflows,,Data Architect,Intermediate
./help/automating/using/subscription-services.md,Subscription Services,The Subscription Services activity allows you to take profiles in mass and subscribe them to a service or unsubscribe them from a service.,Workflows,,Data Architect,Intermediate
./help/automating/using/external-api.md,External API,,Workflows,,Data Architect,Experienced
./help/automating/using/editing-queries.md,Editing queries,Build a population thanks to the predefined filters and rules.,Workflows,,Data Architect,Experienced
./help/automating/using/advanced-expression-editing.md,Advanced expression editing,The query edition wizard allows you to define advanced expressions.,Workflows,,Data Architect,Experienced
./help/automating/using/list-of-functions.md,List of functions,The query editing tool allows you to use advanced functions to carry out complex filtering.,Workflows,,Data Architect,Experienced
./help/automating/using/about-data-import-and-export.md,About data import and export,Learn about the different ways to import and export data with Adobe Campaign.,Workflows,,Data Architect,Experienced
./help/automating/using/import-best-practices.md,Import best practices,Learn more about the best practices to follow when importing data into the database.,Workflows,,Data Architect,
./help/automating/using/importing-data-with-import-templates.md,Importing data with import templates,Learn how to collect data to feed your Campaign database.,Workflows,,Data Architect,Experienced
./help/automating/using/creating-import-workflow-templates.md,Creating workflow templates to import data,Learn how to create workflow templates to import data.,Workflows,,Data Architect,Experienced
./help/automating/using/managing-encrypted-data.md,Managing encrypted data,Learn how to manage encrypted data.,Workflows,,Data Architect,Experienced
./help/automating/using/exporting-logs.md,Exporting logs,"Log data, whether they are related to deliveries or to subscriptions, can be exported through a simple workflow.",Workflows,,Data Architect,Experienced
./help/automating/using/managing-packages.md,Managing packages,Administrators can define packages to exchange resources between different Adobe Campaign instances through structured XML files.,Workflows,,Data Architect,Experienced
./help/automating/using/exporting-lists.md,Exporting lists,Adobe Campaign allows you to export the data displayed as lists from an overview screen directly in a file for future use. ,Workflows,,Data Architect,Experienced
./help/automating/using/exporting-importing-custom-resources.md,Exporting / importing custom resources,This tutorial explains how export and import a package of custom resources.,Workflows,,Data Architect,Experienced
./help/automating/using/about-workflow-use-cases.md,About workflow use cases,Learn more on use cases that you can perform using Campaign Standard workflows.,Workflows,,Data Architect,
./help/automating/using/workflow-created-query-with-complement.md,Creating deliveries with a complement,This use case shows how to creae deliveries with a complement.,Workflows,,Data Architect,Intermediate
./help/automating/using/workflow-creation-date-query.md,Creating deliveries on the creation date of the profile,This use case shows how to create deliveries on the creation date of the profile.,Workflows,,Data Architect,Intermediate
./help/automating/using/workflow-weekly-offer.md,Creating a weekly delivery,This use case shows how to create a weekly delivery.,Workflows,,Data Architect,Intermediate
./help/automating/using/workflow-cross-channel-delivery.md,Cross-channel delivery,This use case shows how to create a cross-channel delivery,Workflows,,Data Architect,Intermediate
./help/automating/using/identifying-duplicated-before-delivery.md,Identifying duplicates before a delivery,The following example illustrates a deduplication that lets you exclude the duplicates of a target before sending an email. This means you avoid sending a communication several times to the same profile.,Workflows,,Data Architect,Intermediate
./help/automating/using/birthday-delivery.md,Birthday delivery,This example is a birthday workflow. Every day an email is sent to profiles whose birthday it is on that day.,Workflows,,Data Architect,Intermediate
./help/automating/using/coupling-email-direct-mail.md,Coupling email and direct mail deliveries,This use case presents an example of email and direct mail sending from a workflow.,Workflows,,Data Architect,Intermediate
./help/automating/using/sending-email-enriched-fields.md,Sending an email with enriched fields,The example below shows how to send an email using additional data retrieved from an external file through the load file activity.,Workflows,,Data Architect,Intermediate
./help/automating/using/personalizing-email-with-additional-data.md,Personalizing an email with additional data,This use case presents how to add different types of additional data to a query and use it as a personalization field in an email.,Workflows,,Data Architect,Intermediate
./help/automating/using/recurring-push-notifications.md,Sending a recurring push notification with a workflow,"In this example, a personalized push notification is sent every first day of the month at 8 pm to the subscribers of your mobile application depending on their time zones.",Workflows,,Data Architect,Intermediate
./help/automating/using/query-samples.md,Query samples,This section presents use case when using a Query activity.,Workflows,,Data Architect,Intermediate
./help/automating/using/union-on-two-refined-audiences.md,Union on two refined audiences,This use case shows the union of two Read audience activities.,Workflows,,Data Architect,Intermediate
./help/automating/using/workflow-segmentation-location.md,"Segmentation on location""",This use case shows how to perform segmentation on location.,Workflows,,Data Architect,Intermediate
./help/automating/using/workflow-cross-channel-retargeting.md,Retargeting non-openers,This use case shows how to retargeting non-openers.,Workflows,,Data Architect,Intermediate
./help/automating/using/incremental-query-on-subscribers.md,Incremental query on subscribers to a service,The following example presents how to configure an Incremental query activity to filter subscribers to a service.,Workflows,,Data Architect,Intermediate
./help/automating/using/segmentation-age-groups.md,Segmentation according to age groups,This page presents a segmentation of database profiles according to their age group. The aim of the workflow is to send a specific email for each age group.,Workflows,,Data Architect,Intermediate
./help/automating/using/using-resources-different-from-targeting-dimensions.md,Using resources different from targeting dimensions,Learn how to use a resource that is different from the targeting dimension.,Workflows,,Data Architect,Intermediate
./help/automating/using/reconcile-file-audience-with-database.md,Reconcile a File audience with the database,This example shows how to use the Read audience activity to reconcile an audience directly created from a file import.,Workflows,,Data Architect,Intermediate
./help/automating/using/deduplicating-data-imported-file.md,Deduplicating the data from an imported file,This example shows how to deduplicate data from a file imported before loading the data into the database.,Workflows,,Data Architect,Intermediate
./help/automating/using/enriching-profile-data-file.md,Enriching profile data with data contained in a file,This example shows how to enrich profile data with purchase data contained in a file.,Workflows,,Data Architect,Intermediate
./help/automating/using/external-signal-data-import.md,External signal and data import,The following example illustrates the External signal activity used with data import.,Workflows,,Data Architect,Intermediate
./help/automating/using/update-database-file.md,Updating the database with external data,This use case presents how to add or update profiles to the Adobe Campaign database with the data recovered from the file.,Workflows,,Data Architect,Intermediate
./help/automating/using/update-data-automatic-download.md,Updating data based on an automatic file download,"The following example shows the result of an automatically downloaded load file activity via a transfer file activity, followed by an update data activity. ",Workflows,,Data Architect,Intermediate
./help/automating/using/reconciliation-using-relations.md,Data reconciliation using relations,The following example demonstrates a workflow that updates the database using the purchasing data in a file.,Workflows,,Data Architect,Intermediate
./help/automating/using/data-update-reconciliation.md,Data update using reconciliation,The following example demonstrates a workflow that creates an audience of profiles directly from an imported file containing new clients.,Workflows,,Data Architect,Intermediate
./help/automating/using/exporting-profiles-in-file.md,Exporting profiles in an external file,This use case shows how to export a list of profiles in the form of an external file so that the data can be used outside of Adobe Campaign.,Workflows,,Data Architect,Intermediate
./help/automating/using/updating-subscriptions-from-file.md,Updating multiple subscription statuses from a file,This use case shows how to import a file containing profiles and update their subscription to several services specified in the file.,Workflows,,Data Architect,Intermediate
./help/automating/using/subscribing-profiles-from-file.md,Subscribing profiles from a file to a specific service,This use case shows how to import a file containing profiles and subscribe them to an existing service.,Workflows,,Data Architect,Intermediate
./help/developing/using/get-started-data-model.md,Get started with Campaign Standard data model,"Enrich Campaign Standard data model with custom fields and resources, and extend REST APIs to expose extended fields.",Data Model,,Developer,Intermediate
./help/developing/using/data-model-concepts.md,Data model concepts,Learn about the Adobe Campaign data model and how to modify it.,Data Model,,Developer,Experienced
./help/developing/using/resource-statuses.md,Resource statuses,Discover the different resource statuses according to their publication state.,Data Model,,Developer,Experienced
./help/developing/using/monitoring-data-model-changes.md,Monitoring data model changes,Learn how to diagnose the Adobe Campaign data model.,Data Model,,Developer,Experienced
./help/developing/using/data-model-best-practices.md,Data model best practices in Adobe Campaign Standard,Learn about the best practices when designing your Adobe Campaign Standard data model.,Data Model,,Developer,Experienced
./help/developing/using/key-steps-to-add-a-resource.md,Key steps of adding a resource,Learn here the key steps of adding a resource in the Adobe Campaign data model.,Data Model,,Developer,Experienced
./help/developing/using/creating-or-extending-the-resource.md,Creating or extending the resource,Discover how to define a resource from scratch.,Data Model,,Developer,Experienced
./help/developing/using/configuring-the-resource-s-data-structure.md,Configuring the resource's data structure,Learn how to configure the data structure.,Data Model,,Developer,Experienced
./help/developing/using/configuring-the-screen-definition.md,Configuring the screen definition,Learn how to define new Adobe Campaign screens based on the resource data structure.,Data Model,,Developer,Experienced
./help/developing/using/configuring-filter-definition.md,Configuring filter definition,Discover the filter feature to manage large data set.,Data Model,,Developer,Experienced
./help/developing/using/updating-the-database-structure.md,Updating the database structure,Discover how to update the Adobe Campaign database.,Data Model,,Developer,Experienced
./help/developing/using/deleting-a-resource.md,Deleting a resource,Learn how to delete a resource ,Data Model,,Developer,Experienced
./help/developing/using/uc-calling-resource-id-key.md,Calling a resource using a composite identification key,Learn how to call a resource using a composite identification key,Data Model,,Developer,Experienced
./help/developing/using/about-extending-the-api.md,About extending the API,Learn how to expose extended fields for the custom resource Profiles in the public Profiles API.,Data Model,,Developer,Experienced
./help/developing/using/step-1--add-extension-fields-to-the-profile-resource.md,"""Step 1: Add extension fields to the profile resource""",Discover how to extend the profile resource.,Data Model,,Developer,Experienced
./help/developing/using/step-2--publish-the-extension.md,"""Step 2: Publish the extension""",,Data Model,,Developer,Experienced
./help/developing/using/step-3--verify-the-extension.md,"""Step 3: Verify the extension""",Learn how to access to the extended field with the Rest API.,Data Model,,Developer,Experienced
./help/developing/using/extending-the-profile-resource-with-a-new-field.md,Extending the profile resource with a new field,Learn how to extend the profile resource.,Data Model,,Developer,Experienced
./help/developing/using/extending-the-subscriptions-to-an-application-resource.md,Extending the subscriptions to an application resource,Learn how to extend the subscription to an application resource,Data Model,,Developer,Experienced
./help/developing/using/datamodel-introduction.md,Data model introduction,Learn about the Adobe Campaign data model.,Data Model,,Developer,Experienced
./help/developing/using/datamodel-audience.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-campaign.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-delivery.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-landingpage.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-history.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-profile.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-program.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-seed.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-service.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-subscription.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-tracking.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-unsubscription.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/developing/using/datamodel-visitor.md,DataModel,Learn about the datamodel,Data Model,,Developer,Experienced
./help/administration/using/get-started-campaign-administration.md,Get started with Campaign Standard administration,"Discover users and permissions management, monitoring guidelines, channel-specific configurations and application settings guidelines.",Access Management,,Administrator,Experienced
./help/administration/using/monitoring-guidelines.md,Monitoring guidelines,This section presents general guidelines for monitoring Campaign Standard.,Access Management,,Administrator,Experienced
./help/administration/using/about-configuration-guidelines.md,Configuration guidelines,Learn about Campaign Standard configuration guidelines.,Access Management,,Administrator,Experienced
./help/administration/using/about-access-management.md,About access management,"Manage your Adobe Campaign operators using roles, groups and organizational units.",Access Management,,Administrator,Experienced
./help/administration/using/users-management.md,Users management,Adobe Campaign users hold specific roles. Discover the main user types. ,Access Management,,Administrator,Experienced
./help/administration/using/organizational-units.md,Organizational units,Define your users' access levels using organizational units.,Access Management,,Administrator,Experienced
./help/administration/using/list-of-roles.md,List of roles,Find out the list of roles that you can assign to your users.,Access Management,,Administrator,Experienced
./help/administration/using/managing-groups-and-users.md,Managing groups and users,Learn how to create security groups and manage users.,Access Management,,Administrator,Experienced
./help/administration/using/auditing-export-logs.md,Auditing export logs,Administrators can track the exports that were made from Adobe Campaign.,Access Management,,Administrator,Experienced
./help/administration/using/licenses.md,Licenses,Learn more on licenses installed on your instance.,Access Management,,Administrator,Experienced
./help/administration/using/about-channel-configuration.md,About channel configuration,"""Each channel needs to be configured: technical configuration, message properties and templates.""",Instance Settings,,Administrator,Experienced
./help/administration/using/configuring-email-channel.md,Configuring email channel in Adobe Campaign Standard,Learn how to configure the email channel in Adobe Campaign Standard.,Instance Settings,,Administrator,Experienced
./help/administration/using/configuring-a-mobile-application.md,Configuring a mobile application,Discover how to configure Adobe Campaign to send push notifications or In-App messages using SDK V4 or Experience Platform SDK.,Instance Settings,,Administrator,Experienced
./help/administration/using/push-tracking.md,Implementing Push tracking,This document allows you to ensure that push notification tracking has been implemented correctly on iOS and Android.,Instance Settings,,Administrator,Experienced
./help/administration/using/image-push-notification.md,Display an image from an Adobe Campaign Standard push notification,Learn here how to display an image from an Adobe Campaign push notification on an iOS device.,Instance Settings,,Administrator,Experienced
./help/administration/using/push-payload.md,Understanding Campaign Standard Push Notifications Payload Structure,This document is intended to describe the structure of the payload received in mobile applications.,Instance Settings,,Administrator,Experienced
./help/administration/using/local-tracking.md,Implementing Push tracking,This document allows you to ensure that push notification tracking has been implemented correctly on iOS and Android.,Instance Settings,,Administrator,Experienced
./help/administration/using/syncwithlaunch-faq.md,Sync with Launch technical workflow FAQ,Common questions about Launch technical workflow.,Instance Settings,,Administrator,Experienced
./help/administration/using/aep-faq.md,Adobe Experience Platform SDK and Adobe Campaign integration FAQ,Adobe Experience Platform SDK and Adobe Campaign integration FAQ,Instance Settings,,Administrator,Experienced
./help/administration/using/configuring-rules-launch.md,Configuring Adobe Experience Platform Launch rules to support Adobe Campaign Standard use cases,Configuring Adobe Experience Platform Launch rules to support Adobe Campaign Standard use cases,Instance Settings,,Administrator,Experienced
./help/administration/using/supported-mobile-use-cases.md,Mobile use cases supported in Adobe Campaign Standard by using the Adobe Experience Platform SDKs,This document provides information about how to support mobile use cases.,Instance Settings,,Administrator,Experienced
./help/administration/using/sdkv4-migration.md,SDK v4 mobile application migration to Adobe Experience Platform SDK,This document allows you to migrate your mobile application from SDK v4 to Adobe Experience Platform SDK,Instance Settings,,Administrator,Experienced
./help/administration/using/configuring-sms-channel.md,Configuring SMS channel,"""Find out the SMS configuration steps: routing, encoding, formats and advanced properties. """,Instance Settings,,Administrator,Experienced
